id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
BR-102019027099-B1,Método para a identificação de problemas operacionais em poços que produzem por gas-lift ,Petróleo Brasileiro S.A. - Petrobras,"Alcino Resende De Almeida, Andre Leal Gaio, Danielle Aguiar De Araujo, Maria Aparecida De Melo, Hercilio De Angeli Honorato, Cicero Pereira De Carvalho Neto",,2019-12-18,2023-09-19,,https://patents.google.com/patent/BR102019027099B1/pt,
BR-102019009121-A2,sol-gel method of manufacturing metal microspheres with customized porosity ,Comissão Nacional De Energia Nuclear,"Armindo Santos, Luciana Sampaio Ribeiro, Fernando Soares Lameiras, Sebastião Luiz Machado",2019-05-03,2019-05-03,2020-11-10,,https://patents.google.com/patent/BR102019009121A2/en,https://patentimages.storage.googleapis.com/36/c8/36/b22f1f2c9b48b1/img0001.png
BR-PI0406905-B1,Composição de distribuição tópica em um recipiente pressurizado ,Stiefel Research Australia Pty Ltd.,"Albert Zorko Abram, Barry Thomas Hunt",2003-01-24,2004-01-23,2019-10-08,,https://patents.google.com/patent/BRPI0406905B1/pt,
BR-102021016123-A2,PROCESS FOR BIODIESEL PRODUCTION FROM ACID CARDS ,Petróleo Brasileiro S.A. - Petrobras,"Cristina Pontes Bittencourt Quitete, Felipe Campos Cauby Coutinho, Vitor Loureiro Ximenes",2021-08-16,2021-08-16,2023-02-23,,https://patents.google.com/patent/BR102021016123A2/en,https://patentimages.storage.googleapis.com/3e/c0/70/288b2585f3c13d/img0005.png
BR-112022005715-B1,Processo para produzir e purificar esteróis ,"Basf Health And Care Products France S.A.S., Basf Se","Valerie Eychenne, Yannick BASSO, Olivier VALLEJO, Joerg Schwarzer",2019-09-27,2020-09-24,2024-12-17,,https://patents.google.com/patent/BR112022005715B1/pt,
BR-PI1102170-A2,Processo de purificação de biodiesel ,"Univ Nac Del Litoral, Consejo Nac Invest Cient Tec","Carlos Querini, Gustavo Mendow",2010-05-06,2011-05-06,2015-07-14,,https://patents.google.com/patent/BRPI1102170A2/pt,
BR-102021023979-A2,"PROCESS FOR OBTAINING POLYAMIDE MEMBRANE WITH NANOSTRUCTURED COATING, MEMBRANES AND USE ","Petróleo Brasileiro S.A. - Petrobras, Universidade Federal De Minas Gerais - Ufmg","Rodrigo Suhett De Souza, Ricardo De Araujo Cid Da Silva, Yara Luiza Brasil Zanon, Vinícius Gomide De Castro, Miriam Cristina Santos Amaral Moravia, Glaura Goulart Silva, Bruna Caroline De Jesus Ribeiro, Ana Luiza Silvestre Assis",,2021-11-27,2023-06-13,,https://patents.google.com/patent/BR102021023979A2/en,https://patentimages.storage.googleapis.com/b9/a5/88/f5af0fceaa7d1a/img0003.png
BR-102021025800-A2,"INSOLUBLE XANTHAN OBTAIN PROCESS, OBTAINED INSOLUBLE XANTHAN AND USES THEREOF ",Universidade Federal De Pelotas,"Angelita DA SILVEIRA MOREIRA, Claire Tondo Vendruscolo, Karine Laste Macagnan, Lígia Furlan, Miguel Pinto De Oliveira, Paula Michele Abentroth Klaic",,2021-12-20,2023-06-20,,https://patents.google.com/patent/BR102021025800A2/en,https://patentimages.storage.googleapis.com/31/a9/2b/d18d04864e2911/img0005.png
BR-102020008903-A2,PROCESS FOR OBTAINING LOW ACID ACETIC FERMENTATE CONTAINING APPLE-BASED PROBIOTIC MICROORGANISMS AND OBTAINED PRODUCT ,"Servico Nacional De Aprendizagem Industrial., Ambiem Indústria E Comércio Ltda-Epp","Leticia De Alencar Pereira Rodrigues, Roseane Santos Oliveira, Juliana Maria Andrade De Carvalho, Cid Marcos Simões De Menezes",2020-05-05,2020-05-05,2021-11-16,,https://patents.google.com/patent/BR102020008903A2/en,https://patentimages.storage.googleapis.com/e1/d6/94/9af34769cfb178/img0016.png
BR-102020005981-A2,PROCESS FOR MANUFACTURING POROUS MATERIALS USING WASTE FROM THE TEXTILE INDUSTRY AS RAW MATERIAL ,Universidade Tecnologica Federal Do Parana,"Murilo Pereira Moisés, Joyce Gabriella Dias Da Silva, Alesandro Bail, Fabrício Maestá Bezerra, Joziane Gimenes Meneguin",2020-03-25,2020-03-25,2021-09-28,,https://patents.google.com/patent/BR102020005981A2/en,https://patentimages.storage.googleapis.com/98/27/33/327d1bb0577cb1/img0001.png
BR-112020010849-B1,Método para remover esmalte de unha de unhas ,L'oreal,"Aline Aude Guimont, Chunhua Li, Hubert Tunchiao Lam",2017-11-30,2018-11-26,2023-08-08,,https://patents.google.com/patent/BR112020010849B1/pt,
BR-PI0500790-B1,Processo para produzir um biodiesel ,Indian Oil Corp Ltd,"Meeta Sharma, Ravindra Kumar, Sinha Sabyasachi Ray, Ravinder Kumar Malhotra, Rakesh Sarin, Ram Prakash Verma, Niranjan Raje Raghunath",2004-10-28,2005-03-14,2014-12-23,,https://patents.google.com/patent/BRPI0500790B1/pt,
BR-102018076515-A2,aircraft engine converter system ,D. A. Aviação Ltda-Me,Emanuel Pedro Cessel,2018-12-19,2018-12-19,2020-07-07,,https://patents.google.com/patent/BR102018076515A2/en,https://patentimages.storage.googleapis.com/c9/22/a7/5c4c0185e952be/img0001.png
BR-PI0515040-B1,Géis de testosterona compreendendo propileno glicol como intensificador de penetração ,Besins Healthcare Luxembourg S.A.R.L,Dominique Salin-Drouin,2004-09-09,2005-09-07,2021-10-13,,https://patents.google.com/patent/BRPI0515040B1/pt,
BR-112019026621-B1,Tintas à base de água de alta velocidade contendo látexes tolerantes a álcool ,Sun Chemical Corporation,"Ramasamy Krishnan, Russell Schwartz, Juanita Parris",2017-07-20,2018-07-18,2024-07-09,,https://patents.google.com/patent/BR112019026621B1/pt,
BR-112021009838-A2,composições cosméticas e método para tratar os cabelos ,L'oreal,"Heather LEE, Dongcui Li, Jun Liang",2018-12-31,2019-12-31,2021-08-17,,https://patents.google.com/patent/BR112021009838A2/pt,
BR-112021000728-A2,Fluidos carreadores para formulações de esporo fúngico líquido ,"Bayer Aktiengesellschaft, Bayer Cropscience Aktiengesellschaft","Oliver Gaertzen, Kai Temming, Roman Heumann, Ute Eiben, Antje SEEMANN, Ulrike HILSCHER",2018-07-20,2019-07-10,2021-04-13,,https://patents.google.com/patent/BR112021000728A2/pt,
BR-122021013418-B1,Método de impressão de um substrato ,Sun Chemical Corporation,"Ramasamy Krishnan, Russell Schwartz, Juanita Parris",2017-07-20,2018-07-18,2024-07-16,,https://patents.google.com/patent/BR122021013418B1/pt,
BR-PI0308929-B1,"Processo para preparar 2,2-dicloro- ou dibromofenilacetatos de alquila ",Esim Chemicals Gmbh,"Silvia Krich, Bernhard Holub",2002-04-04,2003-03-10,2019-04-24,,https://patents.google.com/patent/BRPI0308929B1/pt,
BR-112022018132-B1,"Película de resina de álcool polivinílico, método para distinguir película de resina de álcool polivinílico, e método para fabricar película de resina de álcool polivinílico ","Kuraray Co., Ltd","Osamu Kazeto, Yasutaka Inubushi",2020-10-15,2021-10-14,2024-05-14,,https://patents.google.com/patent/BR112022018132B1/pt,
BR-PI0803131-A2,"uso da biomassa de levedura como substrato, suplementado ou nço, para produÇço de biopolÍmero tipo goma xantana ","Gleice Valeria Pacheco Gomes, Lilian Vasconcellos Brandao, Janice Izabel Druzian","Gleice Valeria Pacheco Gomes, Lillian Vasconcellos Brandao, Janice Izabel Druzian",2008-05-20,2008-05-20,2010-01-19,,https://patents.google.com/patent/BRPI0803131A2/pt,
BR-102016020837-A2,processo integrado de produção de biodiesel por transesterificação enzimática ,Petróleo Brasileiro S.A. - Petrobrás,"Aline Machado De Castro, Denise Maria Guimarães Freire, Elisa D'avila Cavalcanti Oliveira, Sabrini Natali Da Silva Ávila, Erika Cristina Gonçalves Aguieiras, Ana Cristina De Araújo Collaço, Melissa Limoeiro Estrada Gutarra, Jaqueline Greco Duarte",2016-09-09,2016-09-09,2019-01-22,,https://patents.google.com/patent/BR102016020837A2/pt,
BR-112019017603-A2,TRI-CYCLE COMPOUND AND SAME APPLICATIONS ,"Fujian Cosunter Pharmaceutical Co., Ltd.","He Haiying, Wang Jing, Jiang Zhigan, Yang Yaxun, Shao Peng, Zhang Chen, Li Jian, Chen Shuhui",2017-02-23,2018-02-09,2020-03-24,,https://patents.google.com/patent/BR112019017603A2/en,
BR-112020015239-B1,"Método para transesterificação de ésteres de ácidos carboxílicos, uso do método, catalisador de transesterificação, e, uso de catalisador ",Omya International Ag,"Jamal FTOUNI, Matthias Welker, Samuel Rentsch",2018-03-23,2019-03-19,2024-03-19,,https://patents.google.com/patent/BR112020015239B1/pt,
BR-112020015239-A2,"método para transesterificação de ésteres de ácidos carboxílicos, uso do método, éster de ácido carboxílico, uso do éster de ácido carboxílico, catalisador de transesterificação, e, uso de catalisador ",Omya International Ag,"Jamal FTOUNI, Matthias Welker, Samuel Rentsch",2018-03-23,2019-03-19,2021-01-26,,https://patents.google.com/patent/BR112020015239A2/pt,
BR-102022007495-A2,Catalisador de alto rendimento para síntese de nanotubos de carbono ancorados em materiais macros: obtido por impregnação a seco ,Unifei - Universidade Federal De Itajubá,"Viviany Geraldo De Morais, Edelma Eleto Da Silva, Evandro Augusto De Morais, Carlos Augusto De Souza Oliveira, Claudio Ernani Martins De Oliveira",2022-04-19,2022-04-19,2023-10-31,,https://patents.google.com/patent/BR102022007495A2/pt,
BR-102016020837-B1,Processo integrado de produção d biodiesel por transesterificação enzimática ,Petróleo Brasileiro S.A. - Petrobrás,"Aline Machado De Castro, Denise Maria Guimarães Freire, Elisa D'avila Cavalcanti Oliveira, Sabrini Natali Da Silva Ávila, Erika Cristina Gonçalves Aguieiras, Ana Cristina De Araújo Collaço, Melissa Limoeiro Estrada Gutarra, Jaqueline Greco Duarte",,2016-09-09,2024-04-09,,https://patents.google.com/patent/BR102016020837B1/pt,
BR-102016013659-A2,Biodiesel enzymatic production process ,Universidade Federal Da Bahia,"Hugo Moreau Da Cunha Vitor, Dias Ferrão Gonzales Astria, Muniz Santana Bastos Eduardo, Gleide Rosado De Jesus Jane",2016-06-14,2016-06-14,2017-12-26,,https://patents.google.com/patent/BR102016013659A2/pt,
BR-PI0800529-A2,processo industrial de produção de álcool etìlico de soja ,Imcopa Ltda,Frederico Jose Busato Jr,2008-01-31,2008-01-31,2009-09-22,,https://patents.google.com/patent/BRPI0800529A2/pt,
BR-112021005403-A2,"processos para a preparação de forma cristalina 2 de bilastina e para a preparação de solvato de p-xileno de bilastina, e, solvato de p-xileno de bilastina ",Glenmark Life Sciences Limited,"Shekhar Bhaskar Bhirud, Suresh Mahadev Kadam, Sachin Baban Gavhane, Sadeep Bandu Khandagale, Ajit Shankar Mindhe, Rajesh Kumar DWIVEDI, Sukumar Sinha",2018-09-25,2019-09-20,2021-06-15,,https://patents.google.com/patent/BR112021005403A2/pt,
BR-PI0701850-B1,Process for the synthesis of cerium tris-dodecylsulfate catalyst for the production of biodiesel ,,,,,2017-08-15,,https://patents.google.com/patent/BRPI0701850B1/pt,
BR-102024006193-A2,Processo integrado para a purificação do ácido levulínico a partir da lignina técnica ,"Indian Oil Corporation Limited, Department Of Biotechnology","Satlewal Alok, Agrawal Ruchi, Chauhan Prakram Singh, Kumar Ravindra, Gupta Ravi Prakash, Ramakumar Sankara Sri Venkata",2023-04-12,2024-03-27,2025-02-11,,https://patents.google.com/patent/BR102024006193A2/pt,
BR-PI0714442-B1,Process for the production of rent etheres ,,,,,2017-01-03,,https://patents.google.com/patent/BRPI0714442B1/pt,
BR-PI0515918-B1,"Sais de composto heterocíclico de ligação à quimiocina, seu processo de preparação e composição farmacêutica que os compreende ",Anormed Inc,"Jason B. Crawford, Yongbao Zhu, Gang Chen, Ian R. Baird, Renato Skerlj",2004-09-29,2005-09-26,2021-04-13,,https://patents.google.com/patent/BRPI0515918B1/pt,
BR-PI0901214-A2,processo para a transesterificação de triglicéridos ,Sued Chemie Ag,"Frank Roebner, Oliver Meyer, Rainer Rakoczy, Richard Fischer",2009-04-28,2009-04-28,2011-10-11,,https://patents.google.com/patent/BRPI0901214A2/pt,
BR-102018072802-B1,Produção de bioetanol por hidrólise enzimática e ácida da biomassa de algas provenientes de estação de tratamento de esgoto sanitário. ,"Universidade Estadual Do Centro-Oeste, Companhia De Saneamento Do Paraná - Sanepar","Márcia Mendes Costa Guareski, Everson Do Prado Banczek, Cynthia Beatriz Furstenberger, Hérica Rozário, Maria Cristina Souza",2018-11-06,2018-11-06,2020-09-24,,https://patents.google.com/patent/BR102018072802B1/pt,https://patentimages.storage.googleapis.com/2d/d0/61/9154e73c96164f/img0001.png
BR-102023018064-A2,Uso de análogos do ácido cinamoilidroxâmico em composições inibidoras de urease e processo ,Universidade Federal De Minas Gerais,"Cleiton Moreira Da Silva, Ângelo De Fátima, Luzia Valentina Modolo, Luciana Pereira Silva Viana",,2023-09-06,2025-03-18,,https://patents.google.com/patent/BR102023018064A2/pt,
BR-PI0920543-B1,"The invention relates to a bicyclic 1,3-dioxane derivative substituted by phenyl alcohol, its intermediates, its preparation processes and their uses, compositions and method of preparation thereof, and methods for controlling pests and / or undesirable vegetation, and for increasing the activity of pesticides and / OR HERBICIDES ",,,,,2017-01-03,,https://patents.google.com/patent/BRPI0920543B1/pt,
BR-PI0514888-B1,Processo industrial para a separação de um álcool subproduzido em um caso de produção em massa contínua de um carbonato aromático em uma escala industrial ,Asahi Kasei Chemicals Corp,"Shinsuke Fukuoka, Hironori Miyaji, Hiroshi Hachiya, Kazuhiko Matsuzaki",2004-09-17,2005-09-12,2015-06-09,,https://patents.google.com/patent/BRPI0514888B1/pt,
BR-112021000728-B1,"Preparação líquida para formulações de esporo fúngico, composição líquida, seus usos, método para controle de fungos fitopatogênicos, insetos e/ou nematódeos em ou sobre uma planta, para realçar o crescimento de uma planta ou para aumentar o rendimento da planta ou a saúde da raiz, usos, e plantas, partes de plantas e/ou sementes revestidas resistentes a pragas ","Bayer Cropscience Aktiengesellschaft, Bayer Aktiengesellschaft","Oliver Gaertzen, Kai Temming, Roman Heumann, Ute Eiben, Antje SEEMANN, Ulrike HILSCHER",2018-07-20,2019-07-10,2025-06-17,,https://patents.google.com/patent/BR112021000728B1/pt,
BR-112021023766-B1,Composição cosmética e método de tratamento dos cabelos ,L'oreal,"João Paulo Duarte Guimarães, Carlos Granados Contreras, Isaac Eng Ting Lee",,2019-06-28,2024-08-27,,https://patents.google.com/patent/BR112021023766B1/pt,
BR-112021009838-B1,Composição cosmética e método para tratar os cabelos ,L'oreal,"Heather LEE, Dongcui Li, Jun Liang",2018-12-31,2019-12-31,2024-08-13,,https://patents.google.com/patent/BR112021009838B1/pt,
BR-102023017721-A2,Dispositivo de controle de injeção de combustível do motor de combustão interna ,"Honda Motor Co., Ltd",Satoshi Ino,2022-09-08,2023-08-31,2024-07-09,,https://patents.google.com/patent/BR102023017721A2/pt,
BR-112020024466-B1,"Composições de biomassa contendo pectina ativada, métodos para produzir a referida composição, produto e uso de um ácido ",Cp Kelco Aps,"Jack Harbo Hansen, Wencke Dybvik Henriksen, Heidi Liva Pedersen, Tommy Ewi Pedersen, Jan Aae Staunstrup",2018-08-13,2019-08-12,2024-11-19,,https://patents.google.com/patent/BR112020024466B1/pt,
BR-112020024466-A2,"composições de biomassa contendo pectina ativada, produtos e métodos de produção ",Cp Kelco Aps,"Jack Harbo Hansen, Wencke Dybvik Henriksen, Heidi Liva Pedersen, Tommy Ewi Pedersen, Jan Aae Staunstrup",2018-08-13,2019-08-12,2021-03-02,,https://patents.google.com/patent/BR112020024466A2/pt,
BR-PI0906566-A2,processo para purificar glicerina bruta oriunda da produção de biodiesel ,Universidade Federal Da Bahia,"Da Paz Fiuza Raigenis, Alves Fiuza Junior Raildo, Mamede José Nádia, Soares Boaventura Filho Jaime, Aurélio Da Silva Marcos",2009-11-04,2009-11-04,2011-07-12,,https://patents.google.com/patent/BRPI0906566A2/pt,
BR-102018076772-A2,extractive process to obtain alcoholic extracts and antioxidant analysis of the stem bark of croton cajucara benth ,Universidade Federal Do Pará,"Davi Do Socorro Barros Brasil, Alexandre Augusto Moraes De Souza, Cintya Cordovil Rodrigues, Cristiane Maria Leal Costa, Lenio Brandão Santana, Elza Brandão Santana",2018-12-20,2018-12-20,2020-07-07,,https://patents.google.com/patent/BR102018076772A2/en,https://patentimages.storage.googleapis.com/6c/cf/00/00bd5dcc4e81f1/img0002.png
BR-102019011166-A2,Processo de obtenção de nanopartícula lipídica sólida encapsulando álcool perílico e produto obtido ,"Instituto De Tecnologia E Pesquisa, Universidade Tiradentes, Universidade Federal De Sergipe, Universidade De Sorocaba","Patrícia Severino, Luciana Nalone Andrade, Ricardo Luiz Cavalcanti De Albuquerque Junior, Marco Vinícius Chaud, Cristiane Correa Bani, Mariana Cavendish, Salvana Priscylla Manso Costa, Thallysson Carvalho Barbosa, Eliana Maria Barbosa Souto",2019-05-30,2019-05-30,2020-12-08,,https://patents.google.com/patent/BR102019011166A2/pt,https://patentimages.storage.googleapis.com/a2/3e/9a/6de69c391cbdfa/img0001.png
BR-102019024031-A2,produção de álcool gel usando hpmc como agente gelificante ,Universidade Federal Da Paraiba,"Ivaldo De Araújo Gomes, Riann De Queiroz Nóbrega, Paulo Romero De Araújo Mariz, Elcimar Da Silva Nóbrega, Francikelly Carneiro Da Silva",2019-11-14,2019-11-14,2021-05-25,,https://patents.google.com/patent/BR102019024031A2/pt,https://patentimages.storage.googleapis.com/0e/90/4a/529e12379d1137/img0001.png
BR-112020005537-A2,"composição, combinação de inositol e alfa-lactalbumina para uso, uso do inositol, kit e produto alimentício ou bebida ",Lo.Li. Pharma S.R.L.,Vittorio Unfer,2017-09-19,2018-09-18,2020-10-06,,https://patents.google.com/patent/BR112020005537A2/pt,
BR-112020005537-B1,"Composição, uso do inositol, kit e produto alimentício ou bebida ",Lo.Li. Pharma S.R.L,Vittorio Unfer,2017-09-19,2018-09-18,2025-06-03,,https://patents.google.com/patent/BR112020005537B1/pt,
BR-102013005019-A2,composições farmacêuticas contendo procianidinas de frações da casca de rizophora mangle ,Unicamp,"Alba Regina Monteiro Souza Brito, Felipe Meira De Faria",2013-02-27,2013-02-27,2016-02-16,,https://patents.google.com/patent/BR102013005019A2/pt,
